主图,ASIN,SKU,品牌,商品标题,商品主图,父体,类目路径,大类目,大类BSR,大类BSR增长数,大类BSR增长率,小类目,小类BSR,月销量,月销量增长率,月销售额($),月销售额增长率,价格($),Q&A,毛利率,FBA运费($),评分数,留评率,评分,月新增评分数,上架时间,配送方式,LQS,变体数,卖家数,BuyBox卖家,卖家所属地,卖家信息,BuyBox类型,Best Seller标识,Amazon's Choice,New Release标识,A+页面,视频介绍,AC关键词,重量,体积,最近更新
,B08P47Q1F9,,Carkooler,Carkooler DIY Stitching Carbon Fiber Steering Wheel Cover for Honda Accord 2013 2014 2015 2016 2017 / Ridgeline 2017-2020 / Crosstour 2013-2015 15 inches Leather Interior Accessories,https://m.media-amazon.com/images/I/5174Gkcl48L._AC_US200_.jpg,B08P47Q1F9,Automotive:Interior Accessories:Steering Wheels & Accessories:Steering Accessories,Automotive,"189,598","-134,742",-26%,"Steering Wheel Covers
Steering Wheel Accessories","951
1260",10,"-2,000%",388,-20%,38.86,5,74%,4.24,32,10.00%,4.00,1,2020-11-24,FBA,9,1,1,Kivnto-Part,CN,"公司名称：CHEN JIA QING
办公地址：
No. 15, Mutou Hu Village, GuangPei Community, GuanLan Street
Shenzhen/LongHua District
Guangdong
518035
CN",FBA,,,,,,,6.7 ounces,10.67 x 6.93 x 1.22 inches,2023-06-21
,B07NK135TK,,BETTER AUTOMOTIVE,BETTER AUTOMOTIVE Side Steps Running Boards Fit 2017-2023 Honda Ridgeline SUV 3&quot; Black Side Bars Step Rails Nerf Bars Off Road Accessories (2 pcs Running Boards),https://images-na.ssl-images-amazon.com/images/I/31QLkO1e17L._AC_US200_.jpg,B07NK135TK,Automotive:Exterior Accessories:Running Boards & Steps:Running Boards,Automotive,"508,409","-27,608",-5%,Running Boards,1478,9,"30,000%","1,484",300%,164.99,,64%,34.25,26,0.00%,4.80,0,2019-03-18,FBM,8,1,1,TSS_USA,US,公司名称：California,FBM,,,,,,,33 pounds,76 x 17 x 4 inches,2023-06-26
,B0B9GJBK4P,Size: 2 Pcs Front Seat | Color: Beige,RAWAKORW,"RAWAKORW Car Seat Covers 2 Front Seat Fit for Honda Ridgeline 2006-2022 Leatherette Interior Accessories Seat Covers Waterproof Dirt Resistant Automotive Protector(2 PCS Front,Beige)",https://images-na.ssl-images-amazon.com/images/I/51LgQacXbQL._AC_US200_.jpg,B0B9GJQNZZ,Automotive:Interior Accessories:Seat Covers & Accessories:Accessories,Automotive,"351,380","206,389",59%,Automotive Seat Cover Accessories,898,7,,769,,109.99,,73%,13.51,1,,5.00,,2022-08-11,FBM,7,6,1,,,,FBM,,,,Y,,,6 pounds,21 x 14 x 4.2 inches,2023-06-12
,B0BNPTG7QL,Size: Full Set | Color: Black,DIKSOAKR,"DIKSOAKR Seat Covers Fit for Honda Ridgeline 2006-2014, 5 Seat Auto Interior Accessories, Waterproof Faux Leather Vehical Car Seat Cushions Cover Compatible with Airbag (Full Set,Black)",https://images-na.ssl-images-amazon.com/images/I/41TISGB+HCL._AC_US200_.jpg,B0B5XMVLVY,Automotive:Interior Accessories:Seat Covers & Accessories:Seat Cover Sets,Automotive,"397,667","-307,525",-77%,"Automobile Seat Cover Sets
Automotive Seat Covers","203
1002",5,"110,000%",929,1100%,185.99,,75%,18.13,2,0.00%,4.50,0,2022-07-27,FBM,8,8,1,DIKSOAKR,CN,"公司名称：guang zhou hao qi mao yi you xian gong si
办公地址：
白云区鹤龙街黄边一横路1号2楼205
广州
白云区
广东
510000
CN",FBM,,,,Y,,,13 pounds,27.5 x 21.6 x 4.7 inches,2023-06-17
,B0BZVGS9SZ,,URLWALL,"URLWALL Center Console Organizer Divider for Honda Pilot (2016-2022)/ Ridgeline (2017-2023)/ Passport (2019-2023), Insert Divider Armrest Bottom Storage Box Holder Tray Interior Accessories",https://images-na.ssl-images-amazon.com/images/I/41vAr7VD5TL._AC_US200_.jpg,B0BZVGS9SZ,Automotive:Replacement Parts:Body & Trim:Trim:Interior:Center Consoles,Automotive,"295,104","516,668",175%,Automotive Center Consoles,3775,5,"-1,700%",74,-17%,14.99,,57%,4.24,,,,,2023-03-28,FBA,8,1,1,URLWALL,CN,"公司名称：guangzhoulewaerwangluokejiyouxiangongsi
办公地址：
齐富路31号422房
云城街
广州市
白云区
广东省
510000
CN",FBA,,,,Y,,,9.9 ounces,10.94 x 7.48 x 0.83 inches,2023-06-12
,B08L8R8PJM,,jokmoest,No Cutting Keyless Entgry Replacement Key Fob Cover Case Fit for Honda 2003-2012 Accord 2006-2013 Civic EX 2009-2015 Pilot 2005-2006 CR-V Ridgeline Odyssey Key Fob Accessories Shell,https://images-na.ssl-images-amazon.com/images/I/41C5k1O-hSL._AC_US200_.jpg,B08L8R8PJM,Automotive:Interior Accessories:Key Shells,Automotive,"563,984","-106,707",-19%,Key Shells,1504,3,"50,000%",20,500%,6.69,,37%,3.22,196,33.33%,3.70,1,2020-08-18,FBA,7,1,1,jokmoest,CN,"公司名称：beijingxingkonghangpeijiaoyukejiyouxiangongsi
办公地址：
小红门乡鸿博家园六区7号楼7单元601
北京市
朝阳区
北京市
100001
CN",FBA,,,,,,,0.317 ounces,3.31 x 1.77 x 0.59 inches,2023-06-17
,B0BMFXTNMY,Size: For Honda-10th Gen,YFRAUTO,YFRAUTO for Honda Key Fob Cover Civic Accord Bling Accessories Pilot CR-V Fit HR-V Insight Ridgeline Car Key Case Shiny Rhinestones Zinc Metal Silver Keychain 1Pc,https://images-na.ssl-images-amazon.com/images/I/41ND+y32G3L._AC_US200_.jpg,B0BMK7RL8R,Automotive:Interior Accessories:Key Shells,Automotive,"1,409,296","-234,608",-17%,Key Shells,7435,3,,53,,17.90,,62%,4.08,5,66.67%,3.80,2,2022-12-15,FBA,7,2,1,YFRAUTO,CN,"公司名称：Dongguanshanpushiyeyouxiangongsi
办公地址：
开创大道万科城C6-3栋201房
广州市
黄埔区
广东省
510000
CN",FBA,,,,Y,,,4.2 ounces,6.42 x 3.9 x 0.91 inches,2023-06-22
,B0BN576W9S,Color: red,Qirc,"Qirc 4Pcs Carbon Fiber Car Door Sill Protector for Honda Ridgeline Accessories, Reflective Automotive Door Sill Sticker (red)",https://images-na.ssl-images-amazon.com/images/I/41l3-1u0l3L._AC_US200_.jpg,B0BN56N91P,Automotive:Interior Accessories:Door Entry Guard,Automotive,"867,194","-777,621",-90%,Automotive Door Entry Guard,1181,3,"40,000%",50,400%,16.88,,51%,5.69,2,33.33%,4.50,1,2022-11-22,FBA,5,3,1,Zhizhe Trading,CN,"公司名称：Shenzhen Zhizhe Trading Co., Ltd.
办公地址：
平湖街道禾花社区华南大道一号
华南国际皮革皮具原辅料物流区二期B1F-072
深圳市
龙岗区
广东省
518111
CN",FBA,,,,,,,2.39 ounces,13.39 x 5.2 x 3.82 inches,2023-06-17
,B0BNWQGSNS,Size: Luxury(Full Set) | Color: Classic Black,BOJVAIGA,"BOJVAIGA Seat Covers for Honda Ridgeline 2006-2022,Waterproof Leather Car Seat Cover,Soft and Breathable Auto Interior Accessories,Luxury(Full Set) Classic Black",https://images-na.ssl-images-amazon.com/images/I/51EdJZKyczL._AC_US200_.jpg,B0BNWQYJZP,Automotive:Interior Accessories:Seat Covers & Accessories:Accessories,Automotive,"311,586","2,317,568",744%,Automotive Seat Cover Accessories,4054,1,,199,,199.00,,75%,19.81,,,,,2022-12-03,NA,,24,1,,,,NA,,,,Y,,,12 pounds,26 x 22 x 6 inches,2023-06-12
,B0BHNLPXSQ,Size: 5 Seats Full Set | Color: Black Yellow,JARMAY,"JARMAY Car Seat Cover for Honda Ridgeline 2006-2023, Durable Wear Resistant Waterproof Seat Cover, Breathable No Odor Premium Leather Vehicle Interior Accessories.(Standard 5 Seats,Black Yellow)",https://m.media-amazon.com/images/I/51RxYqzlTcL._AC_US200_.jpg,B0BHN5545X,Automotive:Interior Accessories:Seat Covers & Accessories:Seat Covers,Automotive,"1,375,768",,,Automotive Seat Covers,5597,0,"-4,300%",0,-43%,179.00,,,,,,,,2022-10-07,FBM,,20,1,basketballok,CN,"公司名称：boaixianfushuangbaihuolingshouwangdian
办公地址：
月山镇上庄村老啤酒厂门口东30米
焦作市
博爱县
河南
454450
CN",FBM,,,,,,,8.82 pounds,25.59 x 21.26 x 4.72 inches,2023-06-21
