国家/地区,集团,整车厂/品牌,车种,级别,车型,动力总成,202301,202302,202303,202304,202305,202306,,
斯洛伐克,现代-起亚汽车集团,现代,Cars,SUV-C,Kona,N/A,39,27,78,41,53,111,-,-
斯洛伐克,现代-起亚汽车集团,现代,Cars,SUV-C,Tucson (ix35),HV/MHV,52,46,34,25,36,39,-,-
斯洛伐克,现代-起亚汽车集团,现代,Cars,SUV-C,Tucson (ix35),PHV,16,14,25,27,19,20,-,-
斯洛伐克,现代-起亚汽车集团,现代,Cars,SUV-C,Tucson (ix35),ICE,167,148,196,177,157,169,-,-
斯洛伐克,现代-起亚汽车集团,现代,Cars,SUV-D,IONIQ 5,EV,10,8,11,7,11,12,-,-
斯洛伐克,现代-起亚汽车集团,现代,Cars,SUV-D,Santa Fe,HV,5,10,21,18,19,4,-,-
斯洛伐克,现代-起亚汽车集团,现代,Cars,SUV-D,Santa Fe,PHV,4,8,11,5,16,24,-,-
斯洛伐克,现代-起亚汽车集团,现代,Cars,SUV-D,Santa Fe,ICE,15,26,47,35,52,43,-,-
斯洛伐克,现代-起亚汽车集团,现代,Cars,MPV,Staria,ICE,0,0,0,0,0,11,-,-
斯洛伐克,现代-起亚汽车集团,起亚,Cars,A,Morning (Picanto),ICE,4,2,6,12,10,6,-,-
斯洛伐克,现代-起亚汽车集团,起亚,Cars,B,Rio,Mild HV,6,5,5,7,8,9,-,-
斯洛伐克,现代-起亚汽车集团,起亚,Cars,B,Rio,ICE,56,48,64,79,104,79,-,-
斯洛伐克,现代-起亚汽车集团,起亚,Cars,C,Ceed,Mild HV,10,20,24,33,35,40,-,-
斯洛伐克,现代-起亚汽车集团,起亚,Cars,C,Ceed,PHV,2,2,8,10,10,8,-,-
斯洛伐克,现代-起亚汽车集团,起亚,Cars,C,Ceed,ICE,263,280,297,201,264,252,-,-
斯洛伐克,现代-起亚汽车集团,起亚,Cars,D,Stinger,ICE,2,1,0,0,1,1,-,-
斯洛伐克,现代-起亚汽车集团,起亚,Cars,SUV-C,NIRO,HV,19,15,16,8,18,14,-,-
斯洛伐克,现代-起亚汽车集团,起亚,Cars,SUV-C,Sportage,HV/MHV,97,80,54,58,93,82,-,-
斯洛伐克,现代-起亚汽车集团,起亚,Cars,SUV-C,Sportage,ICE,114,93,208,158,184,162,-,-
斯洛伐克,现代-起亚汽车集团,起亚,Cars,SUV-C,Stonic,Mild HV,13,14,16,10,9,16,-,-
斯洛伐克,现代-起亚汽车集团,起亚,Cars,SUV-C,Stonic,ICE,49,65,61,57,58,56,-,-
斯洛伐克,现代-起亚汽车集团,起亚,Cars,SUV-C,XCeed,ICE,56,65,107,72,100,83,-,-
斯洛伐克,现代-起亚汽车集团,起亚,Cars,SUV-D,EV6,EV,4,5,16,11,12,8,-,-
斯洛伐克,现代-起亚汽车集团,起亚,Cars,SUV-D,Sorento (KX7),ICE,26,34,33,19,29,29,-,-
斯洛伐克,福特集团,福特,Cars,B,Fiesta,ICE,2,4,5,6,1,1,-,-
斯洛伐克,福特集团,福特,Cars,C,Focus,Mild HV,2,6,7,7,9,11,-,-
斯洛伐克,福特集团,福特,Cars,C,Focus,ICE,4,13,12,13,15,20,-,-
斯洛伐克,福特集团,福特,Cars,C,Ford Puma,Mild HV,2,1,2,4,4,2,-,-
斯洛伐克,福特集团,福特,Cars,C,Ford Puma,ICE,3,1,3,8,5,3,-,-
斯洛伐克,福特集团,福特,Cars,D,Mustang,ICE,4,4,8,5,2,3,-,-
斯洛伐克,福特集团,福特,Cars,SUV-B,EcoSport,ICE,10,2,15,4,13,1,-,-
斯洛伐克,福特集团,福特,Cars,SUV-C,Kuga,HV/MHV,11,0,0,1,5,4,-,-
斯洛伐克,福特集团,福特,Cars,SUV-C,Kuga,PHV,0,23,17,15,22,13,-,-
斯洛伐克,福特集团,福特,Cars,SUV-C,Kuga,ICE,16,7,27,20,29,17,-,-
斯洛伐克,福特集团,福特,Cars,SUV-D,Explorer,PHV,3,3,2,3,6,1,-,-
斯洛伐克,福特集团,福特,Cars,SUV-D,Mustang Mach-E,EV,2,0,7,1,4,4,-,-
斯洛伐克,福特集团,福特,Cars,MPV,Galaxy/S-MAX,Mild HV,3,1,3,2,8,4,-,-
斯洛伐克,福特集团,福特,Cars,MPV,Galaxy/S-MAX,ICE,4,3,8,10,6,8,-,-
斯洛伐克,福特集团,福特,Cars,不可分级,Transit,ICE,0,1,0,0,0,0,-,-
斯洛伐克,福特集团,福特,Cars,不可分级,Transit Connect,ICE,9,5,6,4,12,9,-,-
斯洛伐克,福特集团,福特,Cars,不可分级,Transit/Transit Custom,ICE,29,22,56,59,57,40,-,-
斯洛伐克,福特集团,福特,Light Trucks,Pickup Truck,Ford Ranger,ICE,29,14,52,35,32,11,-,-
斯洛伐克,福特集团,福特,Light Trucks,不可分级,Transit,ICE,4,4,33,22,21,10,-,-
斯洛伐克,福特集团,福特,Light Trucks,不可分级,Transit Connect,ICE,3,12,31,5,1,12,-,-
斯洛伐克,福特集团,福特,Light Trucks,不可分级,Transit Courier,ICE,4,1,5,3,1,1,-,-
斯洛伐克,福特集团,福特,Light Trucks,不可分级,Transit Custom,ICE,8,6,15,29,47,38,-,-
斯洛伐克,本田,本田,Cars,B,Fit (Jazz),HV,3,6,5,6,6,6,-,-
斯洛伐克,本田,本田,Cars,B,Honda e,EV,0,1,1,0,0,0,-,-
斯洛伐克,本田,本田,Cars,C,Civic,ICE,4,8,6,4,9,4,-,-
斯洛伐克,本田,本田,Cars,SUV-C,HR-V,HV,0,2,11,16,7,5,-,-
斯洛伐克,本田,本田,Cars,SUV-C,ZR-V,HV,0,0,0,0,0,2,-,-
斯洛伐克,本田,本田,Cars,SUV-D,CR-V,ICE,25,16,21,5,11,13,-,-
斯洛伐克,铃木,铃木,Cars,B,Swift,Mild HV,10,5,21,20,16,16,-,-
斯洛伐克,铃木,铃木,Cars,C,Swace,HV,5,0,2,0,1,0,-,-
斯洛伐克,铃木,铃木,Cars,SUV-B,Ignis,Mild HV,14,18,11,6,14,13,-,-
斯洛伐克,铃木,铃木,Cars,SUV-B,SX4 S-CROSS,Mild HV,83,106,133,111,88,71,-,-
斯洛伐克,铃木,铃木,Cars,SUV-C,Across,PHV,2,2,2,2,1,0,-,-
斯洛伐克,铃木,铃木,Cars,SUV-C,Vitara,Mild HV,64,58,93,60,64,69,-,-
斯洛伐克,梅赛德斯-奔驰集团,梅赛德斯-奔驰 (2022-),Cars,C,A-Class,ICE,9,17,14,14,16,14,-,-
斯洛伐克,梅赛德斯-奔驰集团,梅赛德斯-奔驰 (2022-),Cars,C,CLA-Class,ICE,9,10,10,11,10,14,-,-
斯洛伐克,梅赛德斯-奔驰集团,梅赛德斯-奔驰 (2022-),Cars,D,C-Class,Mild HV,3,3,4,2,5,3,-,-
斯洛伐克,梅赛德斯-奔驰集团,梅赛德斯-奔驰 (2022-),Cars,D,C-Class,PHV,3,3,2,2,3,3,-,-
斯洛伐克,梅赛德斯-奔驰集团,梅赛德斯-奔驰 (2022-),Cars,D,C-Class,ICE,10,12,7,9,14,10,-,-
斯洛伐克,梅赛德斯-奔驰集团,梅赛德斯-奔驰 (2022-),Cars,E,CLS-Class,ICE,2,1,2,1,2,2,-,-
斯洛伐克,梅赛德斯-奔驰集团,梅赛德斯-奔驰 (2022-),Cars,E,E-Class,Mild HV,1,1,0,2,2,2,-,-
斯洛伐克,梅赛德斯-奔驰集团,梅赛德斯-奔驰 (2022-),Cars,E,E-Class,PHV,1,0,1,0,1,0,-,-
斯洛伐克,梅赛德斯-奔驰集团,梅赛德斯-奔驰 (2022-),Cars,E,E-Class,ICE,6,3,4,8,5,10,-,-
斯洛伐克,梅赛德斯-奔驰集团,梅赛德斯-奔驰 (2022-),Cars,E,EQE,EV,2,0,2,5,4,13,-,-
斯洛伐克,梅赛德斯-奔驰集团,梅赛德斯-奔驰 (2022-),Cars,F,AMG-GT,ICE,0,0,5,5,2,1,-,-
斯洛伐克,梅赛德斯-奔驰集团,梅赛德斯-奔驰 (2022-),Cars,F,EQS,EV,6,8,16,10,6,8,-,-
斯洛伐克,梅赛德斯-奔驰集团,梅赛德斯-奔驰 (2022-),Cars,F,S-Class,Mild HV,0,1,0,0,0,0,-,-
斯洛伐克,梅赛德斯-奔驰集团,梅赛德斯-奔驰 (2022-),Cars,F,S-Class,PHV,5,4,10,3,2,4,-,-
斯洛伐克,梅赛德斯-奔驰集团,梅赛德斯-奔驰 (2022-),Cars,F,S-Class,ICE,8,9,17,6,4,8,-,-
斯洛伐克,梅赛德斯-奔驰集团,梅赛德斯-奔驰 (2022-),Cars,F,SL-Class,ICE,1,1,1,5,3,3,-,-
斯洛伐克,梅赛德斯-奔驰集团,梅赛德斯-奔驰 (2022-),Cars,SUV-C,EQA,EV,2,2,3,2,2,7,-,-
斯洛伐克,梅赛德斯-奔驰集团,梅赛德斯-奔驰 (2022-),Cars,SUV-C,GLA-Class,ICE,5,15,14,9,10,14,-,-
斯洛伐克,梅赛德斯-奔驰集团,梅赛德斯-奔驰 (2022-),Cars,SUV-D,EQB,EV,2,3,8,3,2,6,-,-
斯洛伐克,梅赛德斯-奔驰集团,梅赛德斯-奔驰 (2022-),Cars,SUV-D,EQC,EV,2,0,0,0,2,1,-,-
斯洛伐克,梅赛德斯-奔驰集团,梅赛德斯-奔驰 (2022-),Cars,SUV-D,GLB,ICE,10,26,9,9,8,5,-,-
斯洛伐克,梅赛德斯-奔驰集团,梅赛德斯-奔驰 (2022-),Cars,SUV-D,GLC-Class (GLK-Class),Mild HV,0,0,14,0,3,5,-,-
斯洛伐克,梅赛德斯-奔驰集团,梅赛德斯-奔驰 (2022-),Cars,SUV-D,GLC-Class (GLK-Class),PHV,3,2,6,29,12,12,-,-
斯洛伐克,梅赛德斯-奔驰集团,梅赛德斯-奔驰 (2022-),Cars,SUV-D,GLC-Class (GLK-Class),ICE,25,26,31,2,23,28,-,-
斯洛伐克,梅赛德斯-奔驰集团,梅赛德斯-奔驰 (2022-),Cars,SUV-E,G-Class,ICE,21,10,20,9,3,5,-,-
斯洛伐克,梅赛德斯-奔驰集团,梅赛德斯-奔驰 (2022-),Cars,SUV-E,GLE-Class (M-Class/ML-Class),Mild HV,0,1,1,1,0,0,-,-
斯洛伐克,梅赛德斯-奔驰集团,梅赛德斯-奔驰 (2022-),Cars,SUV-E,GLE-Class (M-Class/ML-Class),PHV,27,18,21,14,13,13,-,-
斯洛伐克,梅赛德斯-奔驰集团,梅赛德斯-奔驰 (2022-),Cars,SUV-E,GLE-Class (M-Class/ML-Class),ICE,42,27,33,22,20,21,-,-
斯洛伐克,梅赛德斯-奔驰集团,梅赛德斯-奔驰 (2022-),Cars,SUV-E,GLS-Class (GL-Class),Mild HV,0,8,4,3,2,3,-,-
斯洛伐克,梅赛德斯-奔驰集团,梅赛德斯-奔驰 (2022-),Cars,SUV-E,GLS-Class (GL-Class),ICE,18,4,17,14,13,10,-,-
斯洛伐克,梅赛德斯-奔驰集团,梅赛德斯-奔驰 (2022-),Cars,MPV,B-Class,ICE,5,6,8,3,3,5,-,-
斯洛伐克,梅赛德斯-奔驰集团,梅赛德斯-奔驰 (2022-),Cars,MPV,EQV,EV,0,1,1,2,1,3,-,-
斯洛伐克,梅赛德斯-奔驰集团,梅赛德斯-奔驰 (2022-),Cars,MPV,V-Class,ICE,22,20,25,25,33,24,-,-
斯洛伐克,梅赛德斯-奔驰集团,梅赛德斯-奔驰 (2022-),Cars,不可分级,Citan,ICE,19,23,24,13,20,10,-,-
斯洛伐克,梅赛德斯-奔驰集团,梅赛德斯-奔驰 (2022-),Cars,不可分级,Mercedes-Benz Sprinter,ICE,0,1,6,0,1,4,-,-
斯洛伐克,梅赛德斯-奔驰集团,梅赛德斯-奔驰 (2022-),Cars,不可分级,Vito,EV,0,0,2,0,0,0,-,-
斯洛伐克,梅赛德斯-奔驰集团,梅赛德斯-奔驰 (2022-),Cars,不可分级,Vito,ICE,1,2,3,4,2,2,-,-
斯洛伐克,梅赛德斯-奔驰集团,梅赛德斯-奔驰 (2022-),Light Trucks,不可分级,Citan,ICE,3,4,6,0,6,8,-,-
斯洛伐克,梅赛德斯-奔驰集团,梅赛德斯-奔驰 (2022-),Light Trucks,不可分级,Mercedes-Benz Sprinter,EV,0,4,6,6,17,12,-,-
斯洛伐克,梅赛德斯-奔驰集团,梅赛德斯-奔驰 (2022-),Light Trucks,不可分级,Mercedes-Benz Sprinter,ICE,11,9,28,21,22,41,-,-
斯洛伐克,梅赛德斯-奔驰集团,梅赛德斯-奔驰 (2022-),Light Trucks,不可分级,Vito,ICE,1,5,3,0,2,2,-,-
斯洛伐克,梅赛德斯-奔驰集团,smart (2022-),Cars,A,fortwo,EV,0,0,2,1,1,0,-,-
斯洛伐克,戴姆勒卡车集团 (2022-),三菱扶桑 (2022-),Light Trucks,不可分级,Fuso Canter,ICE,2,1,0,0,0,1,-,-
斯洛伐克,宝马集团,宝马,Cars,C,1 Series,ICE,3,6,7,3,4,4,-,-
斯洛伐克,宝马集团,宝马,Cars,C,2 Series,ICE,2,6,13,18,8,5,-,-
斯洛伐克,宝马集团,宝马,Cars,D,3 Series,Mild HV,2,1,4,8,3,2,-,-
斯洛伐克,宝马集团,宝马,Cars,D,3 Series,PHV,3,3,6,10,3,1,-,-
斯洛伐克,宝马集团,宝马,Cars,D,3 Series,ICE,9,8,16,35,13,8,-,-
斯洛伐克,宝马集团,宝马,Cars,D,4 Series,Mild HV,2,3,1,5,3,6,-,-
斯洛伐克,宝马集团,宝马,Cars,D,4 Series,ICE,8,5,2,12,10,15,-,-
斯洛伐克,宝马集团,宝马,Cars,E,6 Series,ICE,5,0,2,1,3,2,-,-
斯洛伐克,宝马集团,宝马,Cars,E,BMW 5 Series,Mild HV,4,3,4,3,4,3,-,-
斯洛伐克,宝马集团,宝马,Cars,E,BMW 5 Series,PHV,5,4,4,4,4,2,-,-
斯洛伐克,宝马集团,宝马,Cars,E,BMW 5 Series,ICE,13,12,11,11,11,9,-,-
斯洛伐克,宝马集团,宝马,Cars,E,BMW i4,EV,2,1,3,6,2,5,-,-
斯洛伐克,宝马集团,宝马,Cars,F,BMW 7 Series,ICE,13,6,11,11,16,7,-,-
斯洛伐克,宝马集团,宝马,Cars,F,BMW 8 Series,Mild HV,1,1,0,1,0,0,-,-
斯洛伐克,宝马集团,宝马,Cars,F,BMW 8 Series,ICE,1,1,4,3,1,0,-,-
斯洛伐克,宝马集团,宝马,Cars,F,BMW i7,EV,0,1,2,1,1,1,-,-
斯洛伐克,宝马集团,宝马,Cars,SUV-C,X1,ICE,30,24,32,30,37,13,-,-
斯洛伐克,宝马集团,宝马,Cars,SUV-C,X2,ICE,4,3,7,3,2,2,-,-
斯洛伐克,宝马集团,宝马,Cars,SUV-C,iX1,EV,2,2,5,1,3,3,-,-
斯洛伐克,宝马集团,宝马,Cars,SUV-D,X3,Mild HV,6,4,3,1,3,7,-,-
斯洛伐克,宝马集团,宝马,Cars,SUV-D,X3,PHV,13,6,6,6,10,17,-,-
斯洛伐克,宝马集团,宝马,Cars,SUV-D,X3,ICE,33,18,18,14,20,43,-,-
斯洛伐克,宝马集团,宝马,Cars,SUV-D,X4,Mild HV,5,4,4,1,2,2,-,-
斯洛伐克,宝马集团,宝马,Cars,SUV-D,X4,ICE,7,6,6,1,4,3,-,-
斯洛伐克,宝马集团,宝马,Cars,SUV-D,iX,EV,6,5,3,4,3,2,-,-
斯洛伐克,宝马集团,宝马,Cars,SUV-D,iX3,EV,3,0,1,1,1,0,-,-
斯洛伐克,宝马集团,宝马,Cars,SUV-E,BMW X7,Mild HV,3,5,4,5,5,6,-,-
斯洛伐克,宝马集团,宝马,Cars,SUV-E,BMW X7,ICE,10,8,10,11,8,6,-,-
斯洛伐克,宝马集团,宝马,Cars,SUV-E,BMW XM,PHV,0,0,1,4,4,0,-,-
斯洛伐克,宝马集团,宝马,Cars,SUV-E,X5,Mild HV,0,1,1,0,0,0,-,-
斯洛伐克,宝马集团,宝马,Cars,SUV-E,X5,PHV,12,12,12,14,18,12,-,-
斯洛伐克,宝马集团,宝马,Cars,SUV-E,X5,ICE,18,20,19,21,28,19,-,-
斯洛伐克,宝马集团,宝马,Cars,SUV-E,X6,Mild HV,4,4,5,5,0,1,-,-
斯洛伐克,宝马集团,宝马,Cars,SUV-E,X6,ICE,5,7,7,7,7,2,-,-
斯洛伐克,宝马集团,MINI,Cars,SUV-C,Countryman,ICE,3,5,3,5,4,2,-,-
斯洛伐克,宝马集团,MINI,Cars,不可分级,N/A,N/A,9,4,9,7,12,5,-,-
斯洛伐克,马自达,马自达,Cars,B,Demio (Mazda 2),ICE,2,3,9,9,8,8,-,-
斯洛伐克,马自达,马自达,Cars,C,Axela (Mazda 3),Mild HV,6,5,7,5,7,4,-,-
斯洛伐克,马自达,马自达,Cars,C,Axela (Mazda 3),ICE,10,7,9,8,10,8,-,-
斯洛伐克,马自达,马自达,Cars,C,MX-5 (Miata),ICE,0,1,1,1,1,1,-,-
斯洛伐克,马自达,马自达,Cars,D,Atenza (Mazda 6),ICE,4,11,17,13,9,5,-,-
斯洛伐克,马自达,马自达,Cars,SUV-C,CX-30,Mild HV,7,7,10,10,10,10,-,-
斯洛伐克,马自达,马自达,Cars,SUV-C,CX-30,ICE,11,11,15,15,14,15,-,-
斯洛伐克,马自达,马自达,Cars,SUV-C,CX-5,ICE,26,29,39,11,24,39,-,-
斯洛伐克,马自达,马自达,Cars,SUV-C,MX-30,EV,0,3,1,2,2,1,-,-
斯洛伐克,马自达,马自达,Cars,SUV-D,CX-60,PHV,16,12,36,18,25,15,-,-
斯洛伐克,吉利控股集团(Geely),沃尔沃汽车 (2011-),Cars,D,S60/V60 (Volvo Cars (2011-)),Mild HV,1,1,0,0,1,1,-,-
斯洛伐克,吉利控股集团(Geely),沃尔沃汽车 (2011-),Cars,D,S60/V60 (Volvo Cars (2011-)),PHV,0,1,0,0,0,0,-,-
斯洛伐克,吉利控股集团(Geely),沃尔沃汽车 (2011-),Cars,D,S60/V60 (Volvo Cars (2011-)),ICE,3,1,1,0,2,1,-,-
斯洛伐克,吉利控股集团(Geely),沃尔沃汽车 (2011-),Cars,E,S90/V90 (Volvo Cars (2011-)),ICE,5,0,2,0,4,1,-,-
斯洛伐克,吉利控股集团(Geely),沃尔沃汽车 (2011-),Cars,SUV-C,C40 Recharge,EV,4,1,1,1,1,1,-,-
斯洛伐克,吉利控股集团(Geely),沃尔沃汽车 (2011-),Cars,SUV-C,XC40 (Volvo Cars (2011-)),EV,3,2,2,3,6,0,-,-
斯洛伐克,吉利控股集团(Geely),沃尔沃汽车 (2011-),Cars,SUV-C,XC40 (Volvo Cars (2011-)),Mild HV,1,0,0,2,2,5,-,-
斯洛伐克,吉利控股集团(Geely),沃尔沃汽车 (2011-),Cars,SUV-C,XC40 (Volvo Cars (2011-)),PHV,5,0,3,4,5,3,-,-
斯洛伐克,吉利控股集团(Geely),沃尔沃汽车 (2011-),Cars,SUV-C,XC40 (Volvo Cars (2011-)),ICE,13,3,9,14,19,12,-,-
斯洛伐克,吉利控股集团(Geely),沃尔沃汽车 (2011-),Cars,SUV-D,XC60 (Volvo Cars (2011-)),Mild HV,1,0,2,1,1,2,-,-
斯洛伐克,吉利控股集团(Geely),沃尔沃汽车 (2011-),Cars,SUV-D,XC60 (Volvo Cars (2011-)),PHV,5,6,7,7,4,6,-,-
斯洛伐克,吉利控股集团(Geely),沃尔沃汽车 (2011-),Cars,SUV-D,XC60 (Volvo Cars (2011-)),ICE,9,8,14,13,8,11,-,-
斯洛伐克,吉利控股集团(Geely),沃尔沃汽车 (2011-),Cars,SUV-E,XC90 (Volvo Cars (2011-)),PHV,4,5,5,5,7,4,-,-
斯洛伐克,吉利控股集团(Geely),沃尔沃汽车 (2011-),Cars,SUV-E,XC90 (Volvo Cars (2011-)),ICE,7,6,9,6,11,6,-,-
斯洛伐克,三菱,三菱,Cars,B,Space Star,ICE,12,3,18,16,11,6,-,-
斯洛伐克,三菱,三菱,Cars,SUV-C,Eclipse Cross,ICE,2,1,0,1,1,1,-,-
斯洛伐克,三菱,三菱,Cars,SUV-C,RVR (ASX/Outlander Sport),ICE,0,0,0,2,0,4,-,-
斯洛伐克,斯巴鲁,斯巴鲁,Cars,不可分级,N/A,N/A,7,21,23,22,15,29,-,-
斯洛伐克,塔塔集团,路虎 (2008-),Cars,SUV-C,Range Rover Evoque (Land Rover (2008-)),HV,0,1,1,0,0,0,-,-
斯洛伐克,塔塔集团,路虎 (2008-),Cars,SUV-C,Range Rover Evoque (Land Rover (2008-)),PHV,0,1,1,1,0,0,-,-
斯洛伐克,塔塔集团,路虎 (2008-),Cars,SUV-C,Range Rover Evoque (Land Rover (2008-)),ICE,1,0,0,6,2,1,-,-
斯洛伐克,塔塔集团,路虎 (2008-),Cars,SUV-D,Defender (Land Rover (2008-)),PHV,2,1,1,1,0,0,-,-
斯洛伐克,塔塔集团,路虎 (2008-),Cars,SUV-D,Defender (Land Rover (2008-)),ICE,7,6,4,1,0,2,-,-
斯洛伐克,塔塔集团,路虎 (2008-),Cars,SUV-D,Discovery Sport,ICE,1,0,0,3,0,0,-,-
斯洛伐克,塔塔集团,路虎 (2008-),Cars,SUV-D,Range Rover Velar,Mild HV,0,1,0,0,0,0,-,-
斯洛伐克,塔塔集团,路虎 (2008-),Cars,SUV-D,Range Rover Velar,PHV,0,1,0,0,2,1,-,-
斯洛伐克,塔塔集团,路虎 (2008-),Cars,SUV-D,Range Rover Velar,ICE,1,3,0,0,1,2,-,-
斯洛伐克,塔塔集团,路虎 (2008-),Cars,SUV-E,Discovery (Land Rover (2008-)),ICE,0,1,4,8,1,0,-,-
斯洛伐克,塔塔集团,路虎 (2008-),Cars,SUV-E,Range Rover (Land Rover (2008-)),PHV,0,1,1,3,2,0,-,-
斯洛伐克,塔塔集团,路虎 (2008-),Cars,SUV-E,Range Rover (Land Rover (2008-)),ICE,1,1,2,3,3,3,-,-
斯洛伐克,塔塔集团,路虎 (2008-),Cars,SUV-E,Range Rover Sport (Land Rover (2008-)),PHV,0,1,1,0,0,3,-,-
斯洛伐克,塔塔集团,路虎 (2008-),Cars,SUV-E,Range Rover Sport (Land Rover (2008-)),ICE,1,1,0,1,3,1,-,-
斯洛伐克,塔塔集团,捷豹 (2008-),Cars,D,XE (Jaguar (2008-)),ICE,0,0,0,0,0,1,-,-
斯洛伐克,塔塔集团,捷豹 (2008-),Cars,SUV-C,E-Pace,ICE,1,1,4,0,2,0,-,-
斯洛伐克,塔塔集团,捷豹 (2008-),Cars,SUV-D,F-Pace,ICE,1,3,0,3,1,1,-,-
斯洛伐克,马辛德拉＆马辛德拉,KG Mobility / Ssangyong,Cars,不可分级,N/A,N/A,83,131,133,72,131,116,-,-
斯洛伐克,五十铃,五十铃,Light Trucks,Pickup Truck,D-Max,ICE,0,2,1,2,1,3,-,-
斯洛伐克,Iveco (2022-),Iveco (2022-),Light Trucks,不可分级,Daily,ICE,25,16,14,17,41,48,-,-
斯洛伐克,东风汽车公司,东风汽车,Cars,SUV-C,Glory 500,N/A,0,1,2,2,2,3,-,-
斯洛伐克,东风汽车公司,东风汽车,Cars,SUV-C,SERES 3,EV,1,0,0,0,0,1,-,-
斯洛伐克,东风汽车公司,东风汽车,Cars,SUV-D,Fengon 5,ICE,0,3,5,8,4,4,-,-
斯洛伐克,东风汽车公司,东风汽车,Cars,SUV-D,Glory 580,N/A,0,1,1,0,2,0,-,-
斯洛伐克,上海汽车工业(集团)总公司,MG (2006-),Cars,C,MG 4,EV,0,0,0,0,2,1,-,-
斯洛伐克,上海汽车工业(集团)总公司,MG (2006-),Cars,SUV-C,MG ZS SUV,ICE,15,17,26,26,28,23,-,-
斯洛伐克,上海汽车工业(集团)总公司,MG (2006-),Cars,SUV-D,MG HS,PHV,0,0,0,0,7,1,-,-
斯洛伐克,上海汽车工业(集团)总公司,MG (2006-),Cars,SUV-D,MG HS,ICE,1,5,65,3,0,8,-,-
斯洛伐克,其他中小整车集团,Other,Cars,不可分级,N/A,N/A,0,1,0,5,0,3,-,-
斯洛伐克,其他中小整车集团,Other,Light Trucks,不可分级,N/A,N/A,9,9,27,29,0,45,-,-
匈牙利,大众集团,大众,Cars,不可分级,N/A,N/A,1007,327,849,631,665,-,-,-
匈牙利,大众集团,奥迪,Cars,不可分级,N/A,N/A,663,57,458,341,359,-,-,-
匈牙利,大众集团,斯柯达 (Skoda),Cars,不可分级,N/A,N/A,741,472,772,574,604,-,-,-
匈牙利,大众集团,SEAT,Cars,不可分级,N/A,N/A,245,165,261,194,205,-,-,-
匈牙利,大众集团,Porsche (2013-),Cars,不可分级,N/A,N/A,N/A,148,94,70,74,-,-,-
匈牙利,丰田集团,丰田,Cars,不可分级,N/A,N/A,166,1663,1164,866,911,-,-,-
匈牙利,丰田集团,雷克萨斯,Cars,不可分级,N/A,N/A,N/A,97,62,46,48,-,-,-
匈牙利,雷诺-日产联盟,日产,Cars,不可分级,N/A,N/A,141,122,167,124,131,-,-,-
匈牙利,雷诺-日产联盟,雷诺,Cars,不可分级,N/A,N/A,613,77,439,327,344,-,-,-
匈牙利,雷诺-日产联盟,Dacia,Cars,不可分级,N/A,N/A,612,254,551,410,431,-,-,-
匈牙利,雷诺-日产联盟,Alpine,Cars,不可分级,N/A,N/A,8,0,5,4,4,-,-,-
匈牙利,Stellantis,菲亚特 (2021-),Cars,不可分级,N/A,N/A,243,36,178,132,139,-,-,-
匈牙利,Stellantis,吉普 (2021-),Cars,不可分级,N/A,N/A,67,15,52,39,41,-,-,-
匈牙利,Stellantis,Alfa Romeo (2021-),Cars,不可分级,N/A,N/A,51,18,44,33,34,-,-,-
匈牙利,Stellantis,Lancia (2021-),Cars,不可分级,N/A,N/A,2,4,4,4,3,-,-,-
匈牙利,Stellantis,标致 (2021-),Cars,不可分级,N/A,N/A,430,44,302,223,236,-,-,-
匈牙利,Stellantis,雪铁龙 (2021-),Cars,不可分级,N/A,N/A,87,15,65,48,51,-,-,-
匈牙利,Stellantis,欧宝 (2021-),Cars,不可分级,N/A,N/A,293,128,268,199,210,-,-,-
匈牙利,Stellantis,DS (2021-),Cars,不可分级,N/A,N/A,50,26,48,36,38,-,-,-
匈牙利,现代-起亚汽车集团,现代,Cars,不可分级,N/A,N/A,417,222,407,303,319,-,-,-
匈牙利,现代-起亚汽车集团,起亚,Cars,不可分级,N/A,N/A,381,3215,2289,1702,1791,-,-,-
匈牙利,福特集团,福特,Cars,不可分级,N/A,N/A,417,164,370,275,289,-,-,-
匈牙利,本田,本田,Cars,不可分级,N/A,N/A,N/A,840,535,398,419,-,-,-
匈牙利,Tesla,Tesla,Cars,不可分级,N/A,EV,0,97,62,46,48,-,-,-
匈牙利,铃木,铃木,Cars,不可分级,N/A,N/A,271,365,405,301,317,-,-,-
匈牙利,梅赛德斯-奔驰集团,梅赛德斯-奔驰 (2022-),Cars,不可分级,N/A,N/A,412,506,584,434,457,-,-,-
匈牙利,梅赛德斯-奔驰集团,smart (2022-),Cars,不可分级,N/A,N/A,0,8,5,4,4,-,-,-
匈牙利,宝马集团,宝马,Cars,不可分级,N/A,N/A,435,236,427,318,334,-,-,-
匈牙利,宝马集团,MINI,Cars,不可分级,N/A,N/A,34,46,51,38,40,-,-,-
匈牙利,马自达,马自达,Cars,不可分级,N/A,N/A,134,141,175,130,137,-,-,-
匈牙利,吉利控股集团(Geely),沃尔沃汽车 (2011-),Cars,不可分级,N/A,N/A,186,97,180,134,141,-,-,-
匈牙利,三菱,三菱,Cars,不可分级,N/A,N/A,147,12,101,75,79,-,-,-
匈牙利,斯巴鲁,斯巴鲁,Cars,不可分级,N/A,N/A,0,11,7,5,5,-,-,-
