主图,ASIN,SKU,品牌,商品标题,商品主图,父体,类目路径,大类目,大类BSR,大类BSR增长数,大类BSR增长率,小类目,小类BSR,月销量,月销量增长率,月销售额($),月销售额增长率,价格($),Q&A,毛利率,FBA运费($),评分数,留评率,评分,月新增评分数,上架时间,配送方式,LQS,变体数,卖家数,BuyBox卖家,卖家所属地,卖家信息,BuyBox类型,Best Seller标识,Amazon's Choice,New Release标识,A+页面,视频介绍,AC关键词,重量,体积,最近更新
,B00W8LR89A,,Auto Dynasty,"4pcs Tape-On Window Visor Deflector Rain Guard Compatible with Chevy Colorado GMC Canyon Extended Cab 04-11, Acrylic",https://images-na.ssl-images-amazon.com/images/I/41LSXI0dTGL._AC_US200_.jpg,B00W8LR89A,Automotive:Replacement Parts:Body & Trim:Body,Automotive,"100,326","357,731",357%,"Side Window Wind Deflectors & Visors
Automotive Body Parts","4594
88096",24,"100,000%",813,1000%,33.88,4,54%,10.57,82,0.00%,3.80,0,2015-04-17,FBM,,1,1,Auto Dynasty,US,"公司名称：SHUN FUNG INTL INC
办公地址：
803 S. SENTOUS ST.
SUITE C
CITY OF INDUSTRY
CA
91748
US",FBM,,,,Y,,,14.4 ounces,40 x 4 x 2 inches,2023-06-12
,B00SC7ABR0,,NAGD,Driver Left Side Front Door Window Door Glass Compatible with Chevrolet Colorado/GMC Canyon 2004-2012 Models,https://images-na.ssl-images-amazon.com/images/I/31wdaDIoeaL._AC_US200_.jpg,B00SC7ABR0,Automotive:Replacement Parts:Body & Trim:Body:Automotive Glass:Windows,Automotive,"336,203","-67,429",-20%,Automotive Windows,354,24,"11,700%","1,920",117%,80.00,11,62%,18.55,76,4.17%,4.90,1,2015-01-16,FBM,6,1,1,National Auto Glass,US,"公司名称：National Auto Glass Direct Inc
电话号码：626-454-5030
办公地址：
1314 Potrero Ave
South El Monte
CA
91733
US",FBM,,,,,,,13 pounds,39 x 25 x 3 inches,2023-06-27
,B0BPYVQM8N,,YOUYIEN,YOUYIEN Glove Box Latch Handle Fit for Hummer H3 2006-2010 Chevy Colorado 2004-2012 GMC Canyon 2008-2012.Front Glove Box Door Lock Open Handle(Black) Replaces Part # 10391626.,https://images-na.ssl-images-amazon.com/images/I/31q3yKHq1-L._AC_US200_.jpg,B0BPYVQM8N,Automotive:Interior Accessories:Consoles & Organizers:Glove Box Organizers,Automotive,"289,161","51,414",18%,Glove Box Organizers,277,24,0%,299,0%,12.49,,54%,3.86,2,4.17%,5.00,1,2022-12-12,FBA,7,1,1,AZTOP AUTO PARTS,CN,"公司名称：Ruian Friendship Automobile Wiper Co.,Ltd.
办公地址：
双桥工业区建新东路64号
瑞安市
塘下镇
浙江省
325204
CN",FBA,,,,,,,2.08 ounces,4.17 x 2.76 x 2.13 inches,2023-06-27
,B09QXT6VX7,Color: Onyx Black,ACANII,ACANII - For 2004-2012 Chevy Colorado GMC Canyon Black Headlights Headlamps w/Corner Lights Bumper Parking Lamps [4PC],https://m.media-amazon.com/images/I/51mCTcpvz9L._AC_US200_.jpg,B0BWLZB4JQ,"Automotive:Lights & Lighting Accessories:Lighting Assemblies & Accessories:Headlight Assemblies, Parts & Accessories:Headlight Assemblies",Automotive,"187,448","-131,543",-41%,Automotive Headlight Assemblies,1814,24,"-3,400%","2,375",-34%,98.99,,59%,25.27,124,4.17%,4.40,1,2018-07-10,FBM,8,3,1,EJay,US,"公司名称：EJAY LLC
办公地址：
18351 Colima RD #2955
Rowland Heights
California
91748
US",FBM,,,,,,,16 pounds,26 x 20 x 10 inches,2023-06-28
,B00YNNAXKM,,Husky Liners,"Husky Liners - Mud Guards | 2015-2022 Chevrolet Colorado/GMC Canyon w/out Flares or Cladding, Front &amp; Rear Mud Guards - Black, 4 Pc. | 58231 &amp; 59231",https://m.media-amazon.com/images/I/31XaE4sV98L._AC_US200_.jpg,B00YNNAXKM,Automotive:Exterior Accessories:Mud Flaps & Splash Guards,Automotive,"239,727","-77,618",-26%,Wheel & Tire Mud Flaps & Splash Guards,478,24,"-4,200%",935,-42%,38.99,9,55%,11.83,147,20.83%,4.40,5,2015-05-31,AMZ,9,1,9,Amazon,US,"公司名称：Revolution Performance Motorsports, LLC
办公地址：
PO Box 25302
Silverthorne
Colorado
80497
US",AMZ,,,,Y,,,2 pounds,,2023-06-26
,B07XZ5RQFD,,TeileHaus,"Oil Pressure Sensor Switch Sending Unit D1843A 12635957 Compatible with Chevy Buick Cadillac Camaro Impala Malibu GMC Canyon Envoy Hummer Isuzu Pontiac Saturn 12570964, 12579946, 12590793, 12611588",https://m.media-amazon.com/images/I/41ToYLryKpL._AC_US200_.jpg,B07XZ5RQFD,Automotive:Replacement Parts:Sensors:Transmission Oil Pressure,Automotive,"175,159","-160,858",-57%,Automotive Replacement Transmission Oil Pressure Sensors,98,24,"-3,800%",455,-38%,18.99,,65%,3.86,156,4.17%,4.40,1,2019-05-27,FBA,8,1,1,GBDAMI,CN,"公司名称：Shen zhen qi xian ling hui ke ji you xian gong si
办公地址：
南山区南山街道荔湾社区月亮湾大道2078号兆龙大楼907
深圳
南山区
广东
518000
CN",FBA,,Y,,,,Automotive Replacement Transmission Oil Pressure S,2.39 ounces,3 x 2.1 x 1.5 inches,2023-06-27
,B09NLJQYDB,,RICHWEI,Engine Thermostat For Chevy Silverado 1500 2500 HD 3500 HD Tahoe Suburban Express Avalanche Camaro Colorado &amp;GMC Yukon Canyon Envoy Savana Sierra 2008 2009 2010 2011 2012 2013 2014 2015 2016 2017 2018,https://m.media-amazon.com/images/I/41DKQ2w2AgL._AC_US200_.jpg,B09NLJQYDB,Automotive:Replacement Parts:Engine Cooling & Climate Control:Thermostats,Automotive,"237,828","-82,105",-23%,Automotive Replacement Engine Thermostats,450,24,"20,000%",623,200%,25.99,,70%,3.86,22,16.67%,4.40,4,2021-12-13,FBA,9,1,1,RICHWEI,CN,"公司名称：wen zhou rui chi dian zi shang wu you xian gong si
办公地址：
状元街道状元桥行政村前梅北路90号
温州市
龙湾区
浙江省
325000
CN",FBA,,,,,,,2.71 ounces,3.5 x 3 x 3 inches,2023-06-30
,B07X8TRQQT,,ATRACYPART,"Intake &amp; Exhaust Camshaft Position Actuator VVT Solenoid | for 2.0L, 2.5L Chevy Malibu Impala Colorado, Cadillac ATS, GMC Canyon, Buick Envision &amp; more | Replaces# 12655433, 12655434",https://m.media-amazon.com/images/I/31QW1x9kdYL._AC_US200_.jpg,B07X8TRQQT,Automotive:Replacement Parts:Engines & Engine Parts:Engine Parts:Valves & Parts:Valves:Intake Valves,Automotive,"75,044",0,0%,Automotive Replacement Engine Intake Valves,27,24,"1,500%",791,15%,32.99,,71%,4.75,147,8.33%,4.60,2,2019-09-03,FBA,8,1,1,ATRACYPART,CN,公司名称：Ruianshiweiruimaoyiyouxiangongsi,FBA,,,,,,,12.8 ounces,6.3 x 2.2 x 2.2 inches,2023-07-01
,B0969PXX6G,,TKMAUTO,TKMAUTO Black Aluminum Truck Bed Extender for 2004-2023 Chevrolet Colorado &amp; 2004-2023&amp;GMC Canyon &amp; Nissan Frontier 2012-2023&amp; Ford Ranger2010-2023&amp;2022-2023 Ford Maverick,https://m.media-amazon.com/images/I/41jhnYRdv-L._AC_US200_.jpg,B0969PXX6G,Automotive:Exterior Accessories:Truck Bed & Tailgate Accessories:Truck Bed Extenders,Automotive,"135,502","268,420",108%,Truck Bed Extenders,35,23,"-5,500%","4,047",-55%,175.98,17,73%,20.23,41,21.74%,4.30,5,2021-05-31,FBA,8,1,2,TKMAUTO,US,"公司名称：Buper technology CO LIMITED
办公地址：
7099 Vernazza pl
Eastvale
CA
92880
US",FBA,,Y,,Y,,Truck Bed Extenders by TKMAUTO,16.52 pounds,32 x 15.5 x 7.2 inches,2023-07-03
,B0BZ7R88T1,Size: 6.2FT | Style: Roll-Up,MOSTPLUS,MOSTPLUS 6.2FT Roll-Up Soft Tonneau Cover Compatible for 2004-2014 GMC Canyon/Chevrolet Colorado Vinyl Truck Bed,https://m.media-amazon.com/images/I/41x5n4SnFxL._AC_US200_.jpg,B0BZ7VWKZ4,Automotive:Exterior Accessories:Truck Bed & Tailgate Accessories:Tonneau Covers,Automotive,"567,857","-466,116",-82%,Truck Tonneau Covers,958,23,"13,300%","3,748",133%,162.99,,66%,31.23,1,0.00%,5.00,0,2023-03-21,FBM,7,4,2,Ultimatecar,CN,"公司名称：Wenzhou Jonger Trading Co., Ltd- Changhong Chen
办公地址：
Room 2209,Building 2, Daziran,Tangjiaqiao Road",FBM,,,,,,,29.3 pounds,78 x 10 x 5 inches,2023-06-18
,B0BZ7RYF8N,Size: 5.2FT | Style: Folding,MOSTPLUS,MOSTPLUS 5.2FT Soft Tri-Fold Tonneau Cover Folding Compatible for 2004-2014 GMC Canyon/Chevrolet Colorado Truck Bed,https://m.media-amazon.com/images/I/41AmfDHkD-L._AC_US200_.jpg,B0BZ7VWKZ4,Automotive:Exterior Accessories:Truck Bed & Tailgate Accessories:Tonneau Covers,Automotive,"567,857","-466,116",-82%,Truck Tonneau Covers,958,23,"13,300%","4,254",133%,184.99,,,,1,0.00%,5.00,0,2023-03-22,FBM,,4,1,Ultimatecar,CN,"公司名称：Wenzhou Jonger Trading Co., Ltd- Changhong Chen
办公地址：
Room 2209,Building 2, Daziran,Tangjiaqiao Road",FBM,,,,,,,29.3 pounds,69 x 20 x 5 inches,2023-06-18
,B07C3M75KS,,IKON MOTORSPORTS,"Window Visor Compatible with 2004-2012 Chevy Colorado &amp; GMC Canyon Crew Cab, Tape On/External Tinted Acrylic Resistant Shield Cover Wind Sun Guard by IKON MOTORSPORTS, 2005 2006 2007 2008 2009 2010",https://images-na.ssl-images-amazon.com/images/I/31XjIKM4TSS._AC_US200_.jpg,B07C3M75KS,Automotive:Exterior Accessories:Deflectors & Shields:Side Window Wind Deflectors & Visors,Automotive,"493,357","-282,585",-57%,Side Window Wind Deflectors & Visors,2518,23,"51,700%",919,517%,39.99,,56%,11.41,33,4.35%,4.10,1,2018-04-10,FBM,10,1,2,IKON MOTORSPORTS,US,"公司名称：ADVANCE TUNING LLC
电话号码：626-968-8660",FBM,,Y,,Y,,window deflectors for,6 pounds,42 x 8 x 1.8 inches,2023-06-27
,B0BZVKPNSS,,E-Vniko,"E-Vniko Glove Box Latch Handle Compatible for 2004-2012 Chevy Colorado,GMC Canyon, 2006-2010 Hummer H3 Replace Front Black Glove Box Door Lock Open Handle 10391626",https://images-na.ssl-images-amazon.com/images/I/41TJRJ9dZXL._AC_US200_.jpg,B0BZVKPNSS,Automotive:Interior Accessories:Consoles & Organizers:Glove Box Organizers,Automotive,"374,530","-163,928",-44%,Glove Box Organizers,394,23,,275,,11.99,,53%,3.86,,,,,2023-03-28,FBA,7,1,1,E-Vinko,CN,公司名称：rui an kai teng qi che bu jian you xian gong si,FBA,,,,Y,,,2.08 ounces,2 x 1.5 x 1 inches,2023-06-27
,B0B3D525PS,,Allmotorparts,"Coolant Temperature Sensor 213-4233, 2134233 Compatible with Buick Chevy GMC Hummer Isuzu - 2004-2012 Colorado Canyon, 2006-2009 Trailblazer Envoy, 2006-2010 H3, 06-07 Rainier, 06-08 Ascender, More",https://images-na.ssl-images-amazon.com/images/I/31C3DNbbjCL._AC_US200_.jpg,B0B3D525PS,Automotive:Replacement Parts:Sensors:Coolant Temperature,Automotive,"270,482","21,302",8%,Automotive Replacement Coolant Temperature Sensors,377,23,"-1,800%",459,-18%,19.99,,66%,3.86,7,0.00%,4.50,0,2017-04-21,FBA,8,1,1,Allmotorparts Direct,CN,"公司名称：Shenzhen Shi Sai Te Lao Si Ke Ji You Xian Gong Si
办公地址：
南山区南山街道荔湾社区港前路39号汉京湾雅居B座6C
深圳市
南山区
广东
518000
CN",FBA,,,,,,,1.58 ounces,7.24 x 4.96 x 0.87 inches,2023-06-27
,B0BS4ZVFXV,,Perfit Liner,Perfit Liner Soft Roll Up Truck Bed Tonneau Cover Compatible with 2015-2022 Chevrolet Colorado/GMC Canyon with Side Rail Fleetside 5'2&quot; Short Bed Black,https://images-na.ssl-images-amazon.com/images/I/512GDKVX7GL._AC_US200_.jpg,B0C2BW3ZF8,Automotive:Exterior Accessories:Truck Bed & Tailgate Accessories:Tonneau Covers,Automotive,"93,892","85,721",91%,Truck Tonneau Covers,839,23,"280,000%","3,658",2800%,159.06,,67%,29.13,6,0.00%,4.80,0,2023-01-10,NA,9,1,1,,,,NA,,,,Y,,,23.2 pounds,65 x 10 x 5.2 inches,2023-06-27
,B089GQ15F8,,YORKING,"YORKING Replacement Remote Control Key Fob, Keyless Entry Key Fob Case Fits Chevy Silverado Colorado GMC Sierra Canyon Car Key Housing Replacement for M3N-32337100 Casing Only",https://m.media-amazon.com/images/I/41-qDAyyn5L._AC_US200_.jpg,B089GQ15F8,Automotive:Interior Accessories:Key Shells,Automotive,"139,654","-332,586",-80%,Key Shells,1440,23,,91,,3.99,,4%,3.22,90,0.00%,4.00,0,2020-05-31,FBA,8,1,1,MokenEye-USA,CN,公司名称：SHANG HAI SUI CHENG DIAN ZI YOU XIAN GONG SI,FBA,,,,,,,0.48 ounces,3.1 x 1.9 x 1.4 inches,2023-06-21
,B09XTBW9QJ,,Korlot,Carbon Fiber Under The Center Control Panel Cover Trim for Chevrolet Colorado 2015-2022 for GMC Canyon 2015-2022,https://m.media-amazon.com/images/I/41tpGObF9BL._AC_US200_.jpg,B09XTBW9QJ,Automotive:Replacement Parts:Body & Trim:Trim:Interior:Center Consoles,Automotive,"143,932","426,070",402%,Automotive Center Consoles,1327,23,"-2,900%",457,-29%,19.90,,61%,4.75,38,8.70%,4.50,2,2022-04-12,FBA,8,1,2,Just-AutoTrims,CN,公司名称：CHEN SUN,FBA,,,,,,,4.2 ounces,11.69 x 5.39 x 2.05 inches,2023-06-27
,B0BZ7ZH1W6,Size: 5.2FT | Style: Roll-Up,MOSTPLUS,MOSTPLUS 5.2FT Roll-Up Soft Tonneau Cover Compatible for 2004-2014 GMC Canyon/Chevrolet Colorado Vinyl Truck Bed,https://m.media-amazon.com/images/I/41x5n4SnFxL._AC_US200_.jpg,B0BZ7VWKZ4,Automotive:Exterior Accessories:Truck Bed & Tailgate Accessories:Tonneau Covers,Automotive,"219,406","-466,116",-82%,Truck Tonneau Covers,554,23,"13,300%","3,725",133%,161.99,,61%,39.63,1,0.00%,5.00,0,2023-03-21,FBM,,4,1,Ultimatecar,CN,"公司名称：Wenzhou Jonger Trading Co., Ltd- Changhong Chen
办公地址：
Room 2209,Building 2, Daziran,Tangjiaqiao Road",FBM,,,,,,,29.3 pounds,69 x 20 x 5 inches,2023-06-29
,B0C1TLFNFQ,,Maspasi,Key Fob Replacement Keyless Entry Remote Start Fits for GMC Sierra Chevrolet Silverado 1500 2500 3500HD 2014-2020 GMC Canyon Chevy Colorado 2015-2021 M3N32337100 Chrome Set of 2,https://m.media-amazon.com/images/I/416wMz0qRRL._AC_US200_.jpg,B0C1TLFNFQ,Automotive:Interior Accessories:Anti-Theft:Keyless Entry Systems,Automotive,"132,760","76,133",36%,Antitheft Keyless Entry Systems,1148,23,,735,,31.99,,75%,3.33,4,4.35%,5.00,1,2019-04-09,FBA,8,1,1,QuanSen store,CN,"公司名称：Dongguan Quansen E-commerce Co., Ltd
办公地址：
长安镇锦新街五巷
14号
东莞市
广东省
523846
CN",FBA,,,,,,,2.57 ounces,4.84 x 3.74 x 0.59 inches,2023-06-28
,B09NKTHDD8,,NPAUTO,"Ignition Coil Pack Replacement for 4.2 3.7 2.9 2006 2007 2008 2009 2010 2011 2012 Chevy Trailblazer Colorado, GMC Envoy Canyon, Buick Rainer Hummer H3 Ascender SAAB 9-7X 2.9L 3.7L 4.2L, UF497, 6pcs",https://m.media-amazon.com/images/I/51zs9gg76VL._AC_US200_.jpg,B09NKTHDD8,Automotive:Replacement Parts:Ignition Parts:Coil Packs,Automotive,"172,512","104,255",42%,Automotive Replacement Ignition Coil Packs,596,23,"-1,400%","1,609",-14%,69.99,,74%,7.49,28,8.70%,4.40,2,2021-12-12,FBA,10,1,1,NPAUTO,CN,公司名称：Shen Zhen Shi Xin Hong Chang Ke Ji You Xian GongSi,FBA,,,,Y,,,3.98 pounds,8.58 x 8.58 x 3.62 inches,2023-07-01
,B0BC912B6B,,TOPCARSET,"TOPCARSET Fuel Filler Door Cover, Gas Tank Door Compatible With 2004-2012 Chevy Colorado And GMC Canyon OE# 10385417",https://m.media-amazon.com/images/I/31SwU1+xHNL._AC_US200_.jpg,B0BC912B6B,Automotive:Exterior Accessories:Gas Tank Doors,Automotive,"228,946","282,917",290%,Gas Tank Doors,163,23,"12,900%",597,129%,25.99,,64%,5.40,2,4.35%,5.00,1,2022-08-29,FBA,9,1,1,Auto-part,CN,"公司名称：Ruian Shengwei Trading Co., Ltd.
办公地址：
塘下镇鲍田鲍五村朝阳路184号
温州市
瑞安市
浙江
32520
CN",FBA,,,,Y,,,15.8 ounces,8.86 x 7.44 x 2.48 inches,2023-06-30
,B0BZ7W2HMJ,Size: 6.2FT | Style: Folding,MOSTPLUS,MOSTPLUS 6.2FT Soft 3-Fold Tonneau Cover Folding Compatible for 2004-2014 GMC Canyon/Chevrolet Colorado Truck Bed,https://m.media-amazon.com/images/I/41AmfDHkD-L._AC_US200_.jpg,B0BZ7VWKZ4,Automotive:Exterior Accessories:Truck Bed & Tailgate Accessories:Tonneau Covers,Automotive,"236,167","-466,116",-82%,Truck Tonneau Covers,526,23,"13,300%","4,277",133%,185.99,,64%,39.63,1,0.00%,5.00,0,2023-03-21,FBM,,4,1,Ultimatecar,CN,"公司名称：Wenzhou Jonger Trading Co., Ltd- Changhong Chen
办公地址：
Room 2209,Building 2, Daziran,Tangjiaqiao Road",FBM,,,,,,,29.3 pounds,69 x 20 x 5 inches,2023-06-30
,B0BZJ1MPNT,,ARSTAK,"12686809 12647909 Fuel Pressure Sensor Fits for Chevy Colorado Silverado 2500 3500 HD Cruze Equinox, for GMC Canyon Sierra 2500 3500HD Terrain 2015-2021 (1 Pcs)",https://images-na.ssl-images-amazon.com/images/I/41FcP9YKveL._AC_US200_.jpg,B0BZJ1MPNT,Automotive:Replacement Parts:Sensors:Fuel Injection:Pressure,Automotive,"89,990","475,693",667%,Automotive Replacement Fuel Injection Pressure Sensors,28,23,"-3,000%","2,185",-30%,95.00,,81%,3.86,1,0.00%,5.00,0,2023-03-23,FBA,9,1,1,Arstak-auto,CN,公司名称：sichuanaositakekejiyouxiangongsi,FBA,,,Y,Y,,,2.39 ounces,2.5 x 1 x 1 inches,2023-07-02
,B07GY47R11,,EnRand,EnRand Camshaft Holding/Retaining Tool for Chevrolet Colorado GMC Canyon GMT360 fit 4.2L 3.5L 2.8L In-Line 6 Cylinder,https://m.media-amazon.com/images/I/21xsTOoH9QL._AC_US200_.jpg,B07GY47R11,Automotive:Replacement Parts:Engines & Engine Parts:Engine Parts:Camshafts & Parts:Camshafts,Automotive,"209,016","-17,626",-12%,Automotive Replacement Engine Camshafts,47,23,"12,500%",459,125%,19.99,,66%,3.77,44,13.04%,4.50,3,2018-08-28,FBA,7,1,1,EnRand,CN,"公司名称：EnRand
办公地址：
香洲街道
福利三区四巷2号
汕尾市
城区
广东省
516600
CN",FBA,,,,,,,400 Grams,2.36 x 9.84 x 0.39 inches,2023-07-03
,B0B2PS417M,Size: Full Set 5 Seats | Color: Red Line,AOMSAZTO,AOMSAZTO Car Seat Cover Custom Fit for GMC Canyon 2007-2023 Faux Leather Car Seat Protector Compatible Airbag Vehicle Cushion Covers Black&amp;Red Front Rear Seat Full Set(2 Rows 5 Seats),https://images-na.ssl-images-amazon.com/images/I/51Q1MPNHHzL._AC_US200_.jpg,B0B2PR8SK2,Automotive:Interior Accessories:Seat Covers & Accessories:Seat Covers,Automotive,"371,501","-111,374",-30%,Automotive Seat Covers,1057,23,"18,900%","3,679",189%,159.99,,85%,,3,4.35%,3.80,1,2022-05-29,FBM,9,4,1,AOMSAZTO-JXAUTO,CN,"公司名称：GUANGZHOU JUEXIN MAOYI YOUXIAN GONGSI
办公地址：
鹤龙街黄边北路一横路1号2楼201房
广州
白云
广东
415000
CN",FBM,,,,Y,,,,,2023-07-05
,B09Y5H56TW,Model: UF569(6),SZKAIDAG,"SZKAIDAG Ignition Coil Pack Fit for:-Chevy for:-GMC for:-Cadillac for:-Buick for Camaro Caprice Equinox Impala Traverse, Malibu Acadia Canyon Terrain, ATS CTS SRX LaCrosse 3.0L 3.6L, UF569 (6 Pcs)",https://m.media-amazon.com/images/I/51cOscIk-GL._AC_US200_.jpg,B0C33NH4JP,Automotive:Replacement Parts:Ignition Parts:Coil Packs,Automotive,"142,133","163,945",75%,Automotive Replacement Ignition Coil Packs,441,22,"190,000%","2,111",1900%,95.99,,77%,7.49,17,4.55%,4.40,1,2022-04-17,FBA,9,2,1,shenzhenshisaitiandatongkejiyouxiangongsi,CN,"公司名称：shenzhenshisaitiandatongkejiyouxiangongsi
办公地址：
民治街道民乐社区民乐工业园14栋1201
深圳
龙华区
广东
518000
CN",FBA,,,,Y,,,3.72 pounds,0.39 x 0.39 x 0.39 inches,2023-06-29
,B0BK268H4D,,AA Ignition,"Electronic Throttle Body - Compatible with Buick, Chevy, GMC, Hummer and Other GM Vehicles - 2003-2010 - Rainier, Colorado, Impala, Trailblazer, Canyon, Envoy, H3 - Replaces S20064, 217-2296, 12568580",https://images-na.ssl-images-amazon.com/images/I/41KKBeY7i-L._AC_US200_.jpg,B0BK268H4D,Automotive:Replacement Parts:Fuel System:Throttle Bodies,Automotive,"339,127","-59,049",-16%,Automotive Replacement Fuel Throttle Bodies,326,22,"60,000%","1,407",600%,63.99,,75%,6.39,1,0.00%,5.00,0,2023-03-28,FBA,7,1,1,GWA Auto Parts,US,"公司名称：GWA Auto Parts LLC
电话号码：561-342-1501
办公地址：
155 Federal St
Ste 702
Boston
MA
02210
US",FBA,,,Y,Y,,,2.57 pounds,8.19 x 7.01 x 5.04 inches,2023-06-29
,B01LB4JLZI,Color: Smoke,DNA MOTORING,DNA MOTORING FL-CCOLO04-SM Fog Light Driver &amp; Passenger Side [Compatible with 04-12 Chevy Colorado / 04-12 GMC Canyon / 06 Isuzu i280 / 07-08 i290 / 06 i350 / 07-08 i370 Does Not Fit Xtreme Models.],https://images-na.ssl-images-amazon.com/images/I/51Jn2vR7VWL._AC_US200_.jpg,B07P7SM922,"Automotive:Lights & Lighting Accessories:Lighting Assemblies & Accessories:Driving, Fog & Spot Lights",Automotive,"447,058","122,341",27%,"Automotive Driving, Fog & Spot Light Assemblies",636,22,"10,000%","1,360",100%,61.82,17,65%,12.67,172,9.09%,4.40,2,2016-06-27,AMZ,9,2,1,Amazon,,,AMZ,,Y,,Y,,2005 chevy colorado fog lights,3 pounds,14 x 9 x 7 inches,2023-06-18
,B07KVXZT49,,OCPTY,OCPTY Timing Chain Kit fits for 9-0195SC for 2002-2008 for Buick Rainier 2004-2007 for Chevy Colorado 2004-2006 for Chevy Trailblazer 2002-2007 for GMC Canyon 2004-2006 for GMC Envoy,https://images-na.ssl-images-amazon.com/images/I/51+X5QNXksL._AC_US200_.jpg,B07KVXZT49,Automotive:Replacement Parts:Engines & Engine Parts:Engine Parts:Timing Parts:Sets & Kits,Automotive,"435,277","-175,879",-40%,Automotive Replacement Engine Timing Part Sets & Kits,167,22,0%,"1,731",0%,78.69,,74%,8.29,32,9.09%,4.10,2,2019-01-02,FBA,9,1,2,OCPTY,US,"公司名称：CYBER AUTOPARTS INC
办公地址：
2590 E VIOLET LN
ONTARIO
CA
91762
US",FBA,,Y,,Y,,time chain,6.46 pounds,13 x 7.9 x 2.8 inches,2023-06-27
,B00W2ASA12,,Auto Ventshade,"Auto Ventshade [AVS] Outside Mount Ventvisor | 2015 - 2022 Chevrolet/GMC Colorado Canyon Extended Cab- Smoke, 2 pc. | 92232",https://images-na.ssl-images-amazon.com/images/I/31Nr9imFdjL._AC_US200_.jpg,B00W2ASA12,Automotive:Exterior Accessories:Deflectors & Shields:Side Window Wind Deflectors & Visors,Automotive,"234,165","-105,074",-45%,Side Window Wind Deflectors & Visors,475,22,0%,923,0%,50.99,10,54%,13.09,196,4.55%,4.30,1,2015-04-12,AMZ,9,1,6,Amazon,US,公司名称：TAP Worldwide LLC,AMZ,,,,Y,,,1.84 pounds,46.9 x 11.9 x 1.9 inches,2023-06-27
,B00168Q1RG,,BACKRACK,"BackRack Safety Rack Frame Only | Black, No Drill | 10200 | Fits 1997-2023 Toyota Tacoma; 1998-2021 Nissan Frontier; 2004-2012 Chevrolet/GMC Colorado/Canyon &amp; Others",https://images-na.ssl-images-amazon.com/images/I/61umMAZXgWL._AC_US200_.jpg,B00168Q1RG,Automotive:Exterior Accessories:Cargo Management:Cargo Racks,Automotive,"477,798","-275,830",-58%,Cargo Racks,781,22,"22,000%","6,599",220%,299.99,52,73%,35.43,149,9.09%,4.30,2,2005-02-12,AMZ,8,1,5,Amazon,US,公司名称：Archer Logistics Inc.,AMZ,,Y,,Y,,Cargo Racks by BACKRACK,35 pounds,73 x 26 x 3 inches,2023-06-27
,B08268H2DF,,D15 Lighting,D15 Lighting LED Interior Light Kit for Chevy Colorado GMC Canyon 2015-2021 6000k White Map Dome Visor Cargo License Plate Bulbs (13 Pieces),https://images-na.ssl-images-amazon.com/images/I/517aV4L+oGS._AC_US200_.jpg,B08268H2DF,Automotive:Replacement Parts:Lighting & Electrical:Lighting,Automotive,"294,634","-187,247",-64%,Automotive Replacement Lighting Products,541,22,"-3,100%",417,-31%,18.98,8,68%,3.22,247,18.18%,4.60,4,2019-11-24,FBA,8,1,1,D15 Lighting,US,"公司名称：D15 LIGHTING LLC
办公地址：
1630 LANDIMORE CT
KATY
TX
77450
US",FBA,,Y,,,,zr2 colorado accessories,0.493 ounces,4.3 x 3.1 x 0.7 inches,2023-06-27
,B09VXK9MPD,,TomGoo,"TomGoo Tie Down Anchors Truck Bed Side Wall Anchor Compatibility with 07-21 Chevy Silverado/GMC Sierra,15-21 Chevy Colorado/GMC Canyon DZ97903 4Pcs",https://m.media-amazon.com/images/I/41OM8PMobHL._AC_US200_.jpg,B09VXK9MPD,Automotive:Exterior Accessories:Truck Bed & Tailgate Accessories:Tie Downs & Anchors,Automotive,"207,391","-31,128",-25%,Truck Tie Downs & Anchors,418,22,"1,500%",364,15%,16.59,,59%,4.24,23,9.09%,4.70,2,2022-03-17,FBA,10,1,1,ANPEX,CN,公司名称：RUI AN SHI CHUANG MENG MAO YI YOU XIAN GONG SI,FBA,,,,Y,,,12 ounces,4.72 x 2.8 x 2.48 inches,2023-06-26
,B0B4C9DJ6D,Color: white,Guibuhuse,Guibuhuse Protective Key Fob Cover Fits for Chevy 2014-2020 Silverado 1500 2500 3500 Chevrolet Colorado 2015-2021 GMC 2014-2020 Sierra 1500 2500 3500 GMC 2015-2021 Canyon (White),https://images-na.ssl-images-amazon.com/images/I/31OLs3z9TZL._AC_US200_.jpg,B0B4C8CH84,Automotive:Interior Accessories:Anti-Theft:Keyless Entry Systems,Automotive,"215,701","165,964",77%,Antitheft Keyless Entry Systems,1464,22,"-2,900%",219,-29%,9.97,,53%,3.22,22,9.09%,4.60,2,2022-06-16,FBA,8,3,1,Guibuhuse,CN,"公司名称：jianxianlintedianzishangwuyouxiangongsi
办公地址：
永和镇永和村委下窑新村
吉安市
吉安县
江西省
343121
CN",FBA,,,,,,,0.46 Ounces,2.5 x 1.5 x 0.7 inches,2023-06-23
